spaceId,spaceStatus,isStorefront,isInterior,isMobile,placeId,name,genericName.name,genericName.tagId,resolvedName,address,postcode,chain.name,chain.chainId,placeStatus,operatingBasis,entrances.main.lat,entrances.main.lon,entrances.main.entranceMethod,entrances.main.origin.type,entrances.main.origin.id,entrances.main.origin.name,entrances.main.floor,entrances.main.id,parent.states.placeId,parent.states.name,tags.tagId,tags.name,subcategories.tagId,subcategories.name,categories.tagId,categories.name,offerings.positive.tagId,offerings.positive.name,tagsPrimary.tagId,tagsPrimary.name,subcategoriesPrimary.tagId,subcategoriesPrimary.name,categoriesPrimary.tagId,categoriesPrimary.name,spaceCreationDate,placeCreationDate,verifiedTimes,verifiedTimesLast,modifiedDate,validityTime.start,validityTime.end,covidMandates.status,covidMandates.date,covidMandatesLast.status,covidMandatesLast.date,covidObserved.status,covidObserved.date,id,Name_2,id_2,width,n,distance,feature_x,feature_y,nearest_x,nearest_y
5ab6890e71ecb90004d0ce22,Occupied,false,true,false,5ab6894f71ecb90004d0ce82,Envy Nail Salon,,,Envy Nail Salon,308 East 149th Street,"10451",,,Operating,Year Round,40.8168296995997,-73.9212625523257,fixed,EXTERIOR,,,"2",5ab6890d71ecb90004d0ce1f,57d82d24e52f5900038854d0,Fanta Hair Braiding,5511be4237345d00030005e6,Nail Salon,5511be4237345d00030005e6,Nail Salon,59f0ae905f4db6000450b723,Body,,,5511be4237345d00030005e6,Nail Salon,5511be4237345d00030005e6,Nail Salon,59f0ae905f4db6000450b723,Body,2018-03-24T17:21:18Z,2018-03-24T17:22:22Z,"2018-03-24T17:22:21Z,2018-07-26T21:25:27Z,2018-07-26T21:26:06Z,2018-11-08T21:46:36Z,2019-03-08T20:05:20Z,2019-09-16T21:38:44Z",2019-09-16T21:38:44Z,2019-09-16T21:38:44Z,2018-03-24T17:22:22Z,,Temporarily Closed,2020-03-23T00:00:00Z,Temporarily Closed,2020-03-23T00:00:00Z,,,"1",The Hub,"13762",8.9,"1",5.56310092949126e-05,-73.9212625523257,40.8168296995997,-73.9212486938542,40.8168835767931
5b5a3aa190dd490003401ae9,Occupied,true,false,false,5b5a3aea86fde600039f683d,10and2 Driving School,,,10and2 Driving School,316 E 149th St #13,"10451",,,Operating,Year Round,40.8167750763405,-73.9210851970861,fixed,EXTERIOR,,,"1",5b5a3aa186fde600039f67f3,57d82dc57776e200034a44e6,Tee-Roe's Driving School,59e0f880ef1d5f00047ce7c9,Driving School,5644b6f46e852800030004bb,Learning Centers & Studios,5a5cf15e051ced00043524c2,Groups,,,59e0f880ef1d5f00047ce7c9,Driving School,5644b6f46e852800030004bb,Learning Centers & Studios,5a5cf15e051ced00043524c2,Groups,2018-07-26T21:18:25Z,2018-07-26T21:19:37Z,"2018-07-26T21:19:36Z,2018-11-08T21:45:03Z,2019-03-08T20:08:15Z,2019-09-16T21:38:01Z",2019-09-16T21:38:01Z,2019-09-16T21:38:01Z,2018-07-26T21:19:37Z,,,,,,,,"1",The Hub,"13762",8.9,"1",6.4350523272472e-05,-73.9210851970861,40.8167750763405,-73.9210691664603,40.8168373981576
5b5a391590dd4900034019bd,Occupied,false,true,false,5b5a397690dd490003401a15,Patricia Taveras ,,,Patricia Taveras ,,,,,Operating,Year Round,40.816669585292,-73.9207744664769,fixed,EXTERIOR,,,"2",5b5a391490dd4900034019ba,57d82f29e52f590003885630,"Effort Realty, LLC. ",59c1871be41d550e7ccd7742,Lawyer Office,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,,,59c1871be41d550e7ccd7742,Lawyer Office,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,2018-07-26T21:11:49Z,2018-07-26T21:13:25Z,"2018-07-26T21:13:25Z,2018-11-08T21:43:03Z,2019-03-08T20:13:12Z,2019-09-16T21:37:03Z",2019-09-16T21:37:03Z,2019-09-16T21:37:03Z,2018-07-26T21:13:25Z,,,,,,,,"1",The Hub,"13762",8.9,"1",8.91084835932485e-05,-73.9207744664769,40.816669585292,-73.9207522682929,40.8167558845532
5b5a31be90dd490003400fed,Occupied,false,true,false,5b5a321790dd490003401095,Raymond Schwartzberg ,,,Raymond Schwartzberg ,,,,,Operating,Year Round,40.817189545922,-73.9212716640278,fixed,EXTERIOR,,,"2",5b5a31be90dd490003400fe9,57d82f3fe52f59000388563e,ATAX ,59c1871be41d550e7ccd7742,Lawyer Office,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,,,59c1871be41d550e7ccd7742,Lawyer Office,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,2018-07-26T20:40:30Z,2018-07-26T20:41:58Z,"2018-07-26T20:41:58Z,2018-11-08T19:03:36Z,2019-03-08T19:22:32Z,2019-03-08T19:22:41Z,2019-09-16T15:58:10Z",2019-09-16T15:58:10Z,2019-09-16T15:58:10Z,2018-07-26T20:41:58Z,,,,,,,,"1",The Hub,"14088",8.5,"1",6.20968331650192e-05,-73.9212716640278,40.817189545922,-73.9212870512054,40.8171293857071
5ab693c43dcc180004a091a8,Occupied,false,true,false,5ab6940671ecb90004d0e41e,Adorable Uniforms,,,Adorable Uniforms,321 East 149th Street,"10455",,,Operating,Year Round,40.8170543824109,-73.9207345737633,fixed,INTERIOR,59c1140d7b2a3677ef6e7aa4,Adorable Angels,"1",5ab693c43dcc180004a091a4,57d82fb76fd9a00003abef97,Adorable Angels,588790b95044530004156d0a,Uniform Store,56dd9db9f89aa300030006ed,Clothing Store,59ea28713a04ba000459f849,Fashion,,,588790b95044530004156d0a,Uniform Store,56dd9db9f89aa300030006ed,Clothing Store,59ea28713a04ba000459f849,Fashion,2018-03-24T18:07:00Z,2018-03-24T18:08:05Z,"2018-03-24T18:08:05Z,2018-07-26T20:44:24Z,2018-11-08T19:06:04Z,2019-03-08T19:24:02Z,2019-09-16T15:59:15Z",2019-09-16T15:59:15Z,2019-09-16T15:59:15Z,2018-03-24T18:08:05Z,,Temporarily Closed,2020-03-23T00:00:00Z,Temporarily Closed,2020-03-23T00:00:00Z,,,"1",The Hub,"14088",8.5,"1",6.42360306875134e-05,-73.9207345737633,40.8170543824109,-73.9207504910196,40.8169921497138
59c1140d7b2a3677ef6e7bc8,Occupied,false,true,false,57d8318e7776e200034a4738,Tai Chi Spa & Massage,,,Tai Chi Spa & Massage,"342 East 149th Street, Suite #6","10451",,,Operating,Year Round,40.8165186791239,-73.9200540475445,fixed,EXTERIOR,,,"2",59c1140d7b2a3677ef6e7bc7,57d831576fd9a00003abf073,Bronx Ink Tattoo,55940a3921ab27000300004a,Massage Parlor,56dc73c2c55a626ccde58420,Massage & Relaxation,59f0ae905f4db6000450b723,Body,,,55940a3921ab27000300004a,Massage Parlor,56dc73c2c55a626ccde58420,Massage & Relaxation,59f0ae905f4db6000450b723,Body,2016-09-13T17:04:14Z,2016-09-13T17:04:14Z,"2016-09-13T17:04:13Z,2018-03-24T19:50:38Z,2018-03-24T19:51:25Z,2018-07-26T20:59:59Z,2018-11-08T21:38:58Z,2019-03-08T20:21:11Z,2019-03-08T20:21:17Z,2019-09-16T21:33:54Z",2019-09-16T21:33:54Z,2019-09-16T21:33:54Z,2016-09-13T17:04:14Z,,Temporarily Closed,2020-03-23T00:00:00Z,Temporarily Closed,2020-03-23T00:00:00Z,,,"1",The Hub,"13762",8.9,"1",5.57906546404404e-05,-73.9200540475445,40.8165186791239,-73.920040149303,40.8165727109296
5ab6a15c71ecb90004d0f872,Occupied,false,true,false,5ab6a19f3dcc180004a0a670,Heaven Jewelry,,,Heaven Jewelry,,,,,Operating,Year Round,40.8163582622004,-73.9180611259059,fixed,INTERIOR,59c1140e7b2a3677ef6e7d6d,149 Wireless Center Inc.,"1",5ab6a15c71ecb90004d0f86f,57d835146fd9a00003abf236,149 Wireless Center Inc.,56254d5b0d55a700030013e7,Jewelry Store,56254d5b0d55a700030013e7,Jewelry Store,59ea28713a04ba000459f849,Fashion,,,56254d5b0d55a700030013e7,Jewelry Store,56254d5b0d55a700030013e7,Jewelry Store,59ea28713a04ba000459f849,Fashion,2018-03-24T19:05:00Z,2018-03-24T19:06:06Z,"2018-03-24T19:06:06Z,2018-07-28T21:21:52Z,2018-11-08T20:09:10Z,2019-03-08T20:22:09Z,2019-09-16T16:42:12Z",2019-09-16T16:42:12Z,2019-09-16T16:42:12Z,2018-03-24T19:06:06Z,,Temporarily Closed,2020-03-23T00:00:00Z,Temporarily Closed,2020-03-23T00:00:00Z,,,"1",The Hub,"13842",12.3,"1",5.90277518726304e-05,-73.9180611259059,40.8163582622004,-73.9180758389347,40.8163010975061
5aa9831ca01a640004cdf241,Occupied,false,true,false,5aa98362a01a640004cdf2e9,Money Tax,,,Money Tax,3009 3rd Avenue,"10455",,,Operating,Year Round,40.8194038975375,-73.9138492513397,fixed,INTERIOR,59c1140e7b2a3677ef6e7f86,Cross Way Driving School,"1",5aa9831ca01a640004cdf23e,57d839166fd9a00003abf487,Cross Way Driving School,59c18723e41d550e7ccd7788,Tax Service Center,56dc73c2c55a626ccde5842a,Financial Services Center,59ea2934f86351000446c5ee,Services,,,59c18723e41d550e7ccd7788,Tax Service Center,56dc73c2c55a626ccde5842a,Financial Services Center,59ea2934f86351000446c5ee,Services,2018-03-14T20:16:28Z,2018-03-14T20:17:37Z,"2018-03-14T20:17:36Z,2018-07-20T16:04:54Z,2018-07-20T16:06:41Z,2018-11-08T20:53:56Z,2019-02-28T18:56:19Z,2019-09-16T18:25:13Z",2019-09-16T18:25:13Z,2019-09-16T18:25:13Z,2018-03-14T20:17:37Z,,No Mandate,2020-03-17T13:00:00Z,No Mandate,2020-03-17T13:00:00Z,,,"1",The Hub,"15921",13.5,"1",5.63230940437352e-05,-73.9138492513397,40.8194038975375,-73.9138062867188,40.8193674786925
5ab947c7bda7e2000410ee05,Occupied,false,true,false,5ab9481a5c23c90004799a5c,First Class Physical Therapy,,,First Class Physical Therapy,"432 East 149th Street, Suite B","10455",,,Operating,Year Round,40.8152741978969,-73.9162281192358,fixed,INTERIOR,59c1140e7b2a3677ef6e810c,Bronx Metro Health Care,"-1",5ab947c55c23c90004799950,57d83b08e52f590003885d1e,Bronx Metro Health Care,59e78b4e07a73b0004f3fdf5,Physical Therapy Center,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,,,59e78b4e07a73b0004f3fdf5,Physical Therapy Center,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,2018-03-26T19:19:35Z,2018-03-26T19:20:57Z,"2018-03-26T19:20:56Z,2018-07-28T18:58:46Z,2018-11-06T21:15:29Z,2019-02-25T17:27:58Z,2019-02-25T17:30:06Z,2019-09-16T20:07:55Z",2019-09-16T20:07:55Z,2019-09-16T20:07:55Z,2018-03-26T19:20:57Z,,,,,,,,"1",The Hub,"11413",14.7,"1",6.42626210130499e-05,-73.9162281192358,40.8152741978969,-73.9162026906744,40.8153332154597
5ab94826bda7e2000410ef61,Occupied,false,true,false,5ab94865bda7e2000410f02c,Foot Podiatry Doctor,,,Foot Podiatry Doctor,432 East 149th Street,"10455",,,Operating,Year Round,40.8152542738203,-73.9162424401366,fixed,INTERIOR,59c1140e7b2a3677ef6e810c,Bronx Metro Health Care,"1",5ab948255c23c90004799a87,57d83b08e52f590003885d1e,Bronx Metro Health Care,59f23895ac6e9300046d243d,Podiatrist Office,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,,,59f23895ac6e9300046d243d,Podiatrist Office,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,2018-03-26T19:21:10Z,2018-03-26T19:22:12Z,"2018-03-26T19:22:12Z,2018-07-28T18:58:52Z,2018-11-06T21:15:40Z,2019-02-25T17:29:13Z,2019-09-16T20:07:49Z",2019-09-16T20:07:49Z,2019-09-16T20:07:49Z,2018-03-26T19:22:12Z,,,,,,,,"1",The Hub,"11413",14.7,"1",8.82272574374102e-05,-73.9162424401366,40.8152542738203,-73.9162075288274,40.8153353000472
5c74262a14dd4c00010ba352,Occupied,false,true,false,5c74267533958e00017ad26f,Open Dental ,,,Open Dental ,,,,,Operating,Year Round,40.8152355780837,-73.9162552231614,fixed,INTERIOR,59c1140e7b2a3677ef6e810c,Bronx Metro Health Care,"1",5c74262abd12d7000179835a,57d83b08e52f590003885d1e,Bronx Metro Health Care,59e0f763ef1d5f00047ce717,Dentist Office,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,,,59e0f763ef1d5f00047ce717,Dentist Office,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,2019-02-25T17:30:18Z,2019-02-25T17:31:32Z,"2019-02-25T17:31:32Z,2019-09-16T20:08:01Z",2019-09-16T20:08:01Z,2019-09-16T20:08:01Z,2019-02-25T17:31:32Z,,,,,,,,"1",The Hub,"11413",14.7,"1",0.000110455276132651,-73.9162552231614,40.8152355780837,-73.9162115162798,40.8153370180981
59c117cf7b2a3677ef808bce,Occupied,true,false,false,57d840197776e200034a5009,Westchester Flower Shop,,,Westchester Flower Shop,422 B Westchester Avenue,"10455",,,Operating,Year Round,40.8163170889967,-73.9162438808048,walkUp,EXTERIOR,,,"1",59c117cf7b2a3677ef808bcd,57d8402de52f590003885fc8,422 Westchester Farm,5511be3a37345d00030005c0,Florist Shop,563d0937e9edfc0003001d61,Plants & Flowers,59ea28543a04ba000459f81f,Home & Hobby,,,5511be3a37345d00030005c0,Florist Shop,563d0937e9edfc0003001d61,Plants & Flowers,59ea28543a04ba000459f81f,Home & Hobby,2016-09-13T18:06:17Z,2016-09-13T18:06:17Z,"2016-09-13T18:06:17Z,2018-03-14T17:28:21Z,2018-07-20T15:38:17Z,2018-11-06T20:54:06Z,2019-02-28T22:30:14Z,2019-09-16T19:22:55Z",2019-09-16T19:22:55Z,2019-09-16T19:22:55Z,2016-09-13T18:06:17Z,,Temporarily Closed,2020-03-23T00:00:00Z,Temporarily Closed,2020-03-23T00:00:00Z,,,"1",The Hub,"13500",8.6,"1",3.39136660447918e-05,-73.9162438808048,40.8163170889967,-73.9162403863433,40.8163508221478
59c1140f7b2a3677ef6e8402,Occupied,false,true,false,57d8407b6fd9a00003abf915,Shauda,,,Shauda,,,,,Operating,Year Round,40.8165537797827,-73.9170720254106,fixed,INTERIOR,59c1140f7b2a3677ef6e8438,,"-2",59c1140f7b2a3677ef6e8401,57d84090e52f590003885ffd,$5 Shoe Warehouse,56fd4c1962fb4100030001ed,"Brows, Lashes, Wax & Makeup",56fd4c1962fb4100030001ed,"Brows, Lashes, Wax & Makeup",59f0ae905f4db6000450b723,Body,,,56fd4c1962fb4100030001ed,"Brows, Lashes, Wax & Makeup",56fd4c1962fb4100030001ed,"Brows, Lashes, Wax & Makeup",59f0ae905f4db6000450b723,Body,2016-09-13T18:07:55Z,2016-09-13T18:07:55Z,"2016-09-13T18:07:55Z,2018-03-14T21:23:32Z,2018-07-20T17:32:14Z,2018-11-08T20:14:13Z,2019-02-28T18:13:16Z,2019-09-16T18:09:30Z",2019-09-16T18:09:30Z,2019-09-16T18:09:30Z,2016-09-13T18:07:55Z,,Temporarily Closed,2020-03-23T00:00:00Z,Temporarily Closed,2020-03-23T00:00:00Z,,,"1",The Hub,"13579",9.2,"1",5.01665481506758e-05,-73.9170720254106,40.8165537797827,-73.9170467638279,40.8165104377131
59c114107b2a3677ef6e8641,Occupied,true,false,false,5aa99a81a01a640004ce23e6,At Home Mattress,,,At Home Mattress,2825 Third Avenue,"10455",,,Operating,Year Round,40.8158035364555,-73.9183913253828,fixed,EXTERIOR,,,"1",59c114107b2a3677ef6e8640,57d8484c8161b7000367db6c,At Home,59c18700e41d550e7ccd76d3,Mattress Store,58193b5403074200033b441f,Furniture & Home Goods,59ea28543a04ba000459f81f,Home & Hobby,,,59c18700e41d550e7ccd76d3,Mattress Store,58193b5403074200033b441f,Furniture & Home Goods,59ea28543a04ba000459f81f,Home & Hobby,2016-09-13T18:40:38Z,2018-03-14T21:56:17Z,"2018-03-14T21:56:16Z,2018-07-20T17:59:48Z,2018-07-20T18:00:26Z,2018-11-07T15:13:09Z,2018-11-07T15:13:38Z,2019-02-25T16:36:22Z,2019-09-16T21:25:34Z",2019-09-16T21:25:34Z,2019-09-16T21:25:34Z,2018-03-14T21:56:17Z,,Temporarily Closed,2020-03-23T00:00:00Z,Temporarily Closed,2020-03-23T00:00:00Z,,,"1",The Hub,"13468",15.3,"1",3.72586520669413e-05,-73.9183913253828,40.8158035364555,-73.9183733480752,40.8157709017567
5a8c9796b41a2300043b6b9a,Occupied,false,true,false,5a8c986cb41a2300043b6d84,Academy Care Givers,,,Academy Care Givers,,,,,Operating,Year Round,40.8149145128938,-73.9183979875208,fixed,INTERIOR,59c114107b2a3677ef6e8723,BNV Licensed Care Home Agency ,"2",5a8c97963eca9e000420a632,57d849de8161b7000367dc92,BNV Licensed Care Home Agency ,59e5057984f44000049ddfdd,Home Care Agency,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,,,59e5057984f44000049ddfdd,Home Care Agency,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,2018-02-20T21:48:06Z,2018-02-20T21:51:39Z,"2018-02-20T21:51:39Z,2018-06-27T17:08:39Z,2018-11-02T19:21:19Z,2019-02-25T16:28:57Z,2019-09-16T20:47:19Z",2019-09-16T20:47:19Z,2019-09-16T20:47:19Z,2018-11-02T19:21:20Z,,,,,,,,"1",The Hub,"11541",9.9,"1",5.49844556391079e-05,-73.9183979875208,40.8149145128938,-73.9183705131615,40.8148668846465
59c114117b2a3677ef6e88c7,Occupied,false,true,false,57d84e1a6fd9a00003abfe97,Paul's House,,,Paul's House,500 Bergen Ave,"10455",,,Operating,Year Round,40.8148351685062,-73.9180964672695,fixed,INTERIOR,59c114117b2a3677ef6e88b6,Sheltering Arms,"1",59c114117b2a3677ef6e88c6,57d84df58161b7000367de75,Sheltering Arms,5699101961d1d10003000d7a,Day Care Center,5699101961d1d10003000d7a,Day Care Center,59ea2934f86351000446c5ee,Services,,,5699101961d1d10003000d7a,Day Care Center,5699101961d1d10003000d7a,Day Care Center,59ea2934f86351000446c5ee,Services,2016-09-13T19:06:02Z,2016-09-13T19:06:02Z,"2016-09-13T19:06:01Z,2018-02-20T21:34:49Z,2018-02-20T21:35:55Z,2018-06-27T17:14:53Z,2018-11-02T19:18:58Z,2019-02-25T16:54:42Z",2019-02-25T16:54:42Z,2019-08-12T15:00:50Z,2016-09-13T19:06:01Z,,Temporarily Closed,2020-03-23T00:00:00Z,Temporarily Closed,2020-03-23T00:00:00Z,,,"1",The Hub,"11158",7.4,"1",5.36658730760566e-05,-73.9180964672695,40.8148351685062,-73.9181219993898,40.8148823716498
5c7420b333958e00017aca16,Occupied,true,false,false,5c742131bd12d70001797c0b,Cornell University Cooperative Extension,,,Cornell University Cooperative Extension,,,,,Operating,Year Round,40.8146896599311,-73.916324100395,fixed,EXTERIOR,,,"1",5c7420b3bd12d70001797b4a,5a0366bb87e9c10004669a10,Cornell University,59d7e999203af800046a9a01,University Building,5644b4cdfc06200003001991,Schools & Universities,59ea290e3a04ba000459f8e3,Municipal,,,59d7e999203af800046a9a01,University Building,5644b4cdfc06200003001991,Schools & Universities,59ea290e3a04ba000459f8e3,Municipal,2019-02-25T17:06:59Z,2019-02-25T17:09:03Z,"2019-02-25T17:09:03Z,2019-09-16T20:13:00Z",2019-09-16T20:13:00Z,2019-09-16T20:13:00Z,2019-02-25T17:09:03Z,,,,,,,,"1",The Hub,"11417",10.4,"1",2.3477008641028e-05,-73.916324100395,40.8146896599311,-73.9163315414972,40.8146673933658
59c114107b2a3677ef6e868d,Occupied,false,true,false,57d849208161b7000367dbf0,Personal Touch Home Care Training Center,,,Personal Touch Home Care Training Center,,,,,Operating,Year Round,40.8152767158253,-73.9186157448588,fixed,INTERIOR,5a8c9b873eca9e000420b14a,,"4",59c114107b2a3677ef6e868c,5a8c9c1bb41a2300043b77d8,Hub Centre Building ,"59e5057984f44000049ddfdd,59e132a80f047b000428f9ed","Home Care Agency,Employment Agency",564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,,,59e5057984f44000049ddfdd,Home Care Agency,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,2016-09-13T18:44:48Z,2016-09-13T18:44:48Z,"2016-09-13T18:44:47Z,2018-02-20T22:10:05Z,2018-02-20T22:13:36Z,2018-02-20T22:14:28Z,2018-02-20T22:14:53Z,2018-02-20T22:21:01Z,2018-02-20T22:22:41Z,2018-06-27T16:57:06Z,2018-11-02T19:12:36Z,2019-02-25T16:33:16Z",2019-02-25T16:33:16Z,2019-08-12T15:10:00Z,2016-09-13T18:44:48Z,,,,,,,,"1",The Hub,"12363",24.6,"1",7.79161478584904e-05,-73.9186157448588,40.8152767158253,-73.918553870046,40.8152293614841
5be2fc951cd2f00003a957ba,Occupied,false,true,false,5be2fe043b0e680003c0ce5c,Diabetes Relief Center,,,Diabetes Relief Center,2825 Third Avenue,"10455",,,Operating,Year Round,40.8157562522822,-73.9185381511541,fixed,INTERIOR,5aa99ff8a01a640004ce255e,The Mall @ 148th Street ,"2",5be2fc951cd2f00003a957b7,5aa9a1c126202a00046d8528,The Mall @ 148th Street ,59e5030235e54b00040bbe37,Medical Center,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,,,59e5030235e54b00040bbe37,Medical Center,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,2018-11-07T14:54:13Z,2018-11-07T15:00:19Z,"2018-11-07T15:00:06Z,2018-11-07T15:11:55Z,2019-02-25T16:37:22Z,2019-09-16T21:23:32Z",2019-09-16T21:23:32Z,2019-09-16T21:23:32Z,2018-11-07T15:00:19Z,,,,,,,,"1",The Hub,"13468",15.3,"1",6.66861067132296e-05,-73.9185381511541,40.8157562522822,-73.9185059750933,40.8156978421979
5be2fe3d3b0e680003c0ce91,Occupied,false,true,false,5be2fe851cd2f00003a958c4,Bronx Coworking Space,,,Bronx Coworking Space,2825 Third Ave. Suite #301,"10455",,,Operating,Year Round,40.8157746642543,-73.9185539892037,fixed,INTERIOR,5aa99ff8a01a640004ce255e,The Mall @ 148th Street ,"3",5be2fe3c3b0e680003c0ce8e,5aa9a1c126202a00046d8528,The Mall @ 148th Street ,559d76eef73b850003000797,Coworking Space,559d76eef73b850003000797,Coworking Space,5a5cf15e051ced00043524c2,Groups,,,559d76eef73b850003000797,Coworking Space,559d76eef73b850003000797,Coworking Space,5a5cf15e051ced00043524c2,Groups,2018-11-07T15:01:17Z,2018-11-07T15:02:28Z,"2018-11-07T15:02:27Z,2018-11-07T15:11:41Z,2019-02-25T16:36:40Z,2019-09-16T21:23:44Z",2019-09-16T21:23:44Z,2019-09-16T21:23:44Z,2018-11-07T15:02:28Z,,,,,,,,"1",The Hub,"13468",15.3,"1",9.04549390399255e-05,-73.9185539892037,40.8157746642543,-73.9185103446763,40.8156954351483
5be2feac1cd2f00003a958e7,Occupied,false,true,false,5be2feed3b0e680003c0cf05,Third Avenue Business Improvement District ,,,Third Avenue Business Improvement District ,,,,,Operating,Year Round,40.8157966508803,-73.9185752768774,fixed,INTERIOR,5aa99ff8a01a640004ce255e,The Mall @ 148th Street ,"3",5be2feac3b0e680003c0ced4,5aa9a1c126202a00046d8528,The Mall @ 148th Street ,59e10b97ef1d5f00047cfd69,Business Services,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,,,59e10b97ef1d5f00047cfd69,Business Services,564607fd3a9d43000300040e,"Business, Commercial & Professional Services",5a5cf19d051ced00043524ea,Misc,2018-11-07T15:03:08Z,2018-11-07T15:04:12Z,"2018-11-07T15:04:12Z,2018-11-07T15:06:11Z,2018-11-07T15:11:28Z,2019-02-25T16:37:46Z,2019-09-16T21:23:59Z",2019-09-16T21:23:59Z,2019-09-16T21:23:59Z,2018-11-07T15:04:12Z,,,,,,,,"1",The Hub,"13468",15.3,"1",0.00011998424075657,-73.9185752768774,40.8157966508803,-73.9185173844557,40.8156915571815
5be2fef43b0e680003c0cf19,Occupied,false,true,false,5c741a9133958e00017ac133,Comprehensive Family Services ,,,Comprehensive Family Services ,2825 3rd Avenue,,,,Operating,Year Round,40.815812348953,-73.9185902497171,fixed,INTERIOR,5aa99ff8a01a640004ce255e,The Mall @ 148th Street ,"3",5be2fef43b0e680003c0cf16,5aa9a1c126202a00046d8528,The Mall @ 148th Street ,59e66698fb0ac700043e4e09,Family Health Center,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,,,59e66698fb0ac700043e4e09,Family Health Center,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,2018-11-07T15:04:20Z,2019-02-25T16:40:48Z,"2019-02-25T16:40:47Z,2019-09-16T21:24:07Z",2019-09-16T21:24:07Z,2019-09-16T21:24:07Z,2019-02-25T16:40:48Z,,,,,,,,"1",The Hub,"13468",15.3,"1",0.000140958515834307,-73.9185902497171,40.815812348953,-73.9185222372031,40.8156888839737
5be2ff6b3b0e680003c0cfa0,Occupied,false,true,false,5be2ffbb3b0e680003c0cfd5,"Central Park Physical Medicine & Rehabilitation, P.C.",,,"Central Park Physical Medicine & Rehabilitation, P.C.",2825 3rd Avenue,"10455",,,Operating,Year Round,40.8158369427129,-73.918611695299,fixed,INTERIOR,5aa99ff8a01a640004ce255e,The Mall @ 148th Street ,"4",5be2ff6b1cd2f00003a9598d,5aa9a1c126202a00046d8528,The Mall @ 148th Street ,"56992fe4d7d2490003000618,59e78b4e07a73b0004f3fdf5","Rehab Center,Physical Therapy Center","57e48fcdd8f31a0003e7b0a5,563b74679f9b4000030007da","Alternative Healthcare,Healthcare",59ea290e3a04ba000459f8e3,Municipal,,,56992fe4d7d2490003000618,Rehab Center,57e48fcdd8f31a0003e7b0a5,Alternative Healthcare,59ea290e3a04ba000459f8e3,Municipal,2018-11-07T15:06:19Z,2018-11-07T15:07:38Z,"2018-11-07T15:07:38Z,2018-11-07T15:09:15Z,2018-11-07T15:11:01Z,2019-02-25T16:39:29Z,2019-09-16T21:24:16Z",2019-09-16T21:24:16Z,2019-09-16T21:24:16Z,2018-11-07T15:07:38Z,,,,,,,,"1",The Hub,"13468",15.3,"1",0.000172847585998678,-73.918611695299,40.8158369427129,-73.9185282963019,40.8156855462293
5be2ffc61cd2f00003a959e2,Occupied,false,true,false,5be3000c1cd2f00003a959fd,Dr. Robins & Associates,,,Dr. Robins & Associates,2825 3rd Avenue  Suite 402,"10455",,,Operating,Year Round,40.8158550160696,-73.9186274209593,fixed,INTERIOR,5aa99ff8a01a640004ce255e,The Mall @ 148th Street ,"1",5be2ffc51cd2f00003a959df,5aa9a1c126202a00046d8528,The Mall @ 148th Street ,59e5030235e54b00040bbe37,Medical Center,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,5a15ba3a636e4f0004e0a19a,Neurologist,59e5030235e54b00040bbe37,Medical Center,563b74679f9b4000030007da,Healthcare,59ea290e3a04ba000459f8e3,Municipal,2018-11-07T15:07:50Z,2018-11-07T15:09:00Z,"2018-11-07T15:08:59Z,2018-11-07T15:10:45Z,2019-02-25T16:38:37Z,2019-09-16T21:24:27Z",2019-09-16T21:24:27Z,2019-09-16T21:24:27Z,2018-11-07T15:08:59Z,,,,,,,,"1",The Hub,"13468",15.3,"1",0.000196265598570734,-73.9186274209593,40.8158550160696,-73.9185327227661,40.8156831078459
