soldPrice,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,beds,baths,area,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus
"$709,880 ",709880,"25411 Parklane Dr, Hayward, CA 94544",25411 Parklane Dr,Hayward,CA,94544,,,,CONDO,RECENTLY_SOLD
"$232,500 ",232500,"141 De Vaca Way 32 #32, Hayward, CA 94544",141 De Vaca Way 32 #32,Hayward,CA,94544,2,2,1488,CONDO,RECENTLY_SOLD
"$720,000 ",720000,"25377 Parklane Dr, Hayward, CA 94544",25377 Parklane Dr,Hayward,CA,94544,,,,CONDO,RECENTLY_SOLD
"$799,000 ",799000,"725 Cherry Way, Hayward, CA 94541",725 Cherry Way,Hayward,CA,94541,,,2755,APARTMENT,RECENTLY_SOLD
"$450,000 ",450000,"1318 B St APT 212, Hayward, CA 94541",1318 B St APT 212,Hayward,CA,94541,2,2,1056,CONDO,RECENTLY_SOLD
"$425,000 ",425000,"945 Fletcher Ln #A320, Hayward, CA 94544",945 Fletcher Ln #A320,Hayward,CA,94544,2,1,946,CONDO,RECENTLY_SOLD
"$465,000 ",465000,"26594 Sunvale Ct, Hayward, CA 94544",26594 Sunvale Ct,Hayward,CA,94544,3,1,1200,CONDO,RECENTLY_SOLD
"$689,000 ",689000,"26547 Greta Ln, Hayward, CA 94544",26547 Greta Ln,Hayward,CA,94544,3,2,1823,CONDO,RECENTLY_SOLD
"$664,950 ",664950,"25371 Parklane Dr, Hayward, CA 94544",25371 Parklane Dr,Hayward,CA,94544,2,3,1445,CONDO,RECENTLY_SOLD
"$765,000 ",765000,"2774 Journey Ln, Hayward, CA 94545",2774 Journey Ln,Hayward,CA,94545,3,2,1750,CONDO,RECENTLY_SOLD
"$460,000 ",460000,"190 Loma Verde Dr, San Lorenzo, CA 94580",190 Loma Verde Dr,Hayward,CA,94580,2,1,1056,CONDO,RECENTLY_SOLD
"$734,000 ",734000,"25363 Parklane Dr, Hayward, CA 94544",25363 Parklane Dr,Hayward,CA,94544,,,,CONDO,RECENTLY_SOLD
"$750,000 ",750000,"25369 Parklane Dr, Hayward, CA 94544",25369 Parklane Dr,Hayward,CA,94544,,,,CONDO,RECENTLY_SOLD
"$420,000 ",420000,"1198 Overlook Ave, Hayward, CA 94542",1198 Overlook Ave,Hayward,CA,94542,,,,CONDO,RECENTLY_SOLD
"$520,000 ",520000,"21314 Gary Dr APT 104, Hayward, CA 94546",21314 Gary Dr APT 104,Hayward,CA,94546,2,2,1100,CONDO,RECENTLY_SOLD
"$712,990 ",712990,"218 Span Ct LOT 291, Hayward, CA 94544",218 Span Ct LOT 291,Hayward,CA,94544,2,2,1491,CONDO,RECENTLY_SOLD
"$639,950 ",639950,"25265 Parklane, Hayward, CA 94541",25265 Parklane,Hayward,CA,94541,2,3,900,CONDO,RECENTLY_SOLD
"$775,000 ",775000,"25389 Parklane Dr, Hayward, CA 94544",25389 Parklane Dr,Hayward,CA,94544,,,,CONDO,RECENTLY_SOLD
"$410,000 ",410000,"655 Foster Ct APT 2, Hayward, CA 94544",655 Foster Ct APT 2,Hayward,CA,94544,2,2,1125,CONDO,RECENTLY_SOLD
"$533,000 ",533000,"21314 Gary Dr APT 102, Hayward, CA 94546",21314 Gary Dr APT 102,Hayward,CA,94546,2,2,1100,CONDO,RECENTLY_SOLD
"$440,000 ",440000,"25930 Kay Ave APT 303, Hayward, CA 94545",25930 Kay Ave APT 303,Hayward,CA,94545,2,2,1286,CONDO,RECENTLY_SOLD
"$310,000 ",310000,"260 Industrial Pkwy APT 23, Hayward, CA 94544",260 Industrial Pkwy APT 23,Hayward,CA,94544,1,1,686,CONDO,RECENTLY_SOLD
"$715,000 ",715000,"310 Williams Way, Hayward, CA 94541",310 Williams Way,Hayward,CA,94541,3,2,1827,CONDO,RECENTLY_SOLD
"$565,000 ",565000,"61 Fernridge Ct, Hayward, CA 94544",61 Fernridge Ct,Hayward,CA,94544,2,3,1520,CONDO,RECENTLY_SOLD
"$210,000 ",210000,"25290 Ironwood Ct, Hayward, CA 94545",25290 Ironwood Ct,Hayward,CA,94545,3,2.5,1495,APARTMENT,RECENTLY_SOLD
"$335,000 ",335000,"945 Fletcher Ln #B210, Hayward, CA 94544",945 Fletcher Ln #B210,Hayward,CA,94544,1,1,747,CONDO,RECENTLY_SOLD
"$505,000 ",505000,"21062 Gary Dr APT 123, Hayward, CA 94546",21062 Gary Dr APT 123,Hayward,CA,94546,2,2,1070,CONDO,RECENTLY_SOLD
"$553,000 ",553000,"21095 Gary Dr APT 109, Hayward, CA 94546",21095 Gary Dr APT 109,Hayward,CA,94546,3,2,1318,CONDO,RECENTLY_SOLD
"$312,000 ",312000,"29612 Mountain Oak Ct APT 65, Hayward, CA 94544",29612 Mountain Oak Ct APT 65,Hayward,CA,94544,1,1,489,CONDO,RECENTLY_SOLD
"$765,000 ",765000,"25359 Parklane, Hayward, CA 94544",25359 Parklane,Hayward,CA,94544,4,4,2119,CONDO,RECENTLY_SOLD
"$490,000 ",490000,"2336 D St, Hayward, CA 94541",2336 D St,Hayward,CA,94541,3,2,1347,CONDO,RECENTLY_SOLD
"$490,000 ",490000,"2487 Creekside Ct, Hayward, CA 94542",2487 Creekside Ct,Hayward,CA,94542,2,2,936,CONDO,RECENTLY_SOLD
$1.50M,1500000,"720 Pardee Ct, Hayward, CA 94544",720 Pardee Ct,Hayward,CA,94544,16,8,5596,APARTMENT,RECENTLY_SOLD
"$740,000 ",740000,"29083 Caravan Ln, Hayward, CA 94545",29083 Caravan Ln,Hayward,CA,94545,3,3,1777,CONDO,RECENTLY_SOLD
"$440,000 ",440000,"24982 Copa Del Oro Dr UNIT 103, Hayward, CA 94545",24982 Copa Del Oro Dr UNIT 103,Hayward,CA,94545,2,2,958,CONDO,RECENTLY_SOLD
$1.18M,1183000,"29892 Cantera Dr, Hayward, CA 94544",29892 Cantera Dr,Hayward,CA,94544,4,3,2566,CONDO,RECENTLY_SOLD
$1.05M,1047000,"2664 Admiral Cir, Hayward, CA 94545",2664 Admiral Cir,Hayward,CA,94545,4,3,2378,CONDO,RECENTLY_SOLD
"$679,000 ",679000,"1034 Martin Luther King Dr, Hayward, CA 94541",1034 Martin Luther King Dr,Hayward,CA,94541,3,3,1645,CONDO,RECENTLY_SOLD
"$420,000 ",420000,"22515 Colton Ct, Hayward, CA 94541",22515 Colton Ct,Hayward,CA,94541,2,1,1080,CONDO,RECENTLY_SOLD
$1.35M,1349500,"200 Benmore Dr, Hayward, CA 94542",200 Benmore Dr,Hayward,CA,94542,5,4.5,3547,CONDO,RECENTLY_SOLD
$1.19M,1186500,"31 Iona Way, Hayward, CA 94542",31 Iona Way,Hayward,CA,94542,4,3,3004,CONDO,RECENTLY_SOLD
$1.02M,1020000,"2554 Admiral Cir, Hayward, CA 94545",2554 Admiral Cir,Hayward,CA,94545,4,3,2161,CONDO,RECENTLY_SOLD
$1.16M,1155000,"29743 Cantera Dr, Hayward, CA 94544",29743 Cantera Dr,Hayward,CA,94544,4,3,2734,CONDO,RECENTLY_SOLD
$1.55M,1555000,"22776 6th St, Hayward, CA 94541",22776 6th St,Hayward,CA,94541,7,6.5,4592,APARTMENT,RECENTLY_SOLD
$1.07M,1072500,"2556 Admiral Cir, Hayward, CA 94545",2556 Admiral Cir,Hayward,CA,94545,4,3,2377,CONDO,RECENTLY_SOLD
"$817,000 ",817000,"1306 Antonella Pl, Hayward, CA 94541",1306 Antonella Pl,Hayward,CA,94541,3,3.5,2009,CONDO,RECENTLY_SOLD
$1.09M,1087500,"29714 Cantera Dr, Hayward, CA 94544",29714 Cantera Dr,Hayward,CA,94544,4,3,2734,CONDO,RECENTLY_SOLD
"$975,000 ",975000,"390 Smalley Ave, Hayward, CA 94541",390 Smalley Ave,Hayward,CA,94541,2,1,851,APARTMENT,RECENTLY_SOLD
"$974,000 ",974000,"2668 Admiral Cir, Hayward, CA 94545",2668 Admiral Cir,Hayward,CA,94545,3,2.5,2047,CONDO,RECENTLY_SOLD
"$799,990 ",799990,"29474 Dixon St LOT 83, Hayward, CA 94544",29474 Dixon St LOT 83,Hayward,CA,94544,4,3,2001,CONDO,RECENTLY_SOLD
"$655,000 ",655000,"449 Valle Vista, Hayward, CA 94544",449 Valle Vista,Hayward,CA,94544,2,3,1558,CONDO,RECENTLY_SOLD
$1.01M,1010500,"2662 Admiral Cir, Hayward, CA 94545",2662 Admiral Cir,Hayward,CA,94545,,,2194,CONDO,RECENTLY_SOLD
$8.17M,8171590,"2670 Admiral Cir, Hayward, CA 94545",2670 Admiral Cir,Hayward,CA,94545,4,3,2378,CONDO,RECENTLY_SOLD
"$630,000 ",630000,"415 Rhythm, Hayward, CA 94544",415 Rhythm,Hayward,CA,94544,1,2,1042,CONDO,RECENTLY_SOLD
"$410,000 ",410000,"945 Fletcher Ln #D335, Hayward, CA 94544",945 Fletcher Ln #D335,Hayward,CA,94544,2,2,894,CONDO,RECENTLY_SOLD
"$410,000 ",410000,"945 Fletcher Ln APT 335, Hayward, CA 94544",945 Fletcher Ln APT 335,Hayward,CA,94544,2,2,925,APARTMENT,RECENTLY_SOLD
"$825,500 ",825500,"24227 2nd St, Hayward, CA 94541",24227 2nd St,Hayward,CA,94541,3,4,2005,CONDO,RECENTLY_SOLD
"$971,500 ",971500,"1307 Antonella Pl, Hayward, CA 94541",1307 Antonella Pl,Hayward,CA,94541,3,3.5,1922,CONDO,RECENTLY_SOLD
"$490,000 ",490000,"2436 Sebastopol Ln APT 1, Hayward, CA 94542",2436 Sebastopol Ln APT 1,Hayward,CA,94542,2,2,888,CONDO,RECENTLY_SOLD
"$790,000 ",790000,"409 Morello Dr, Hayward, CA 94541",409 Morello Dr,Hayward,CA,94541,4,4,1716,CONDO,RECENTLY_SOLD
$1.00M,1004000,"2654 Admiral Cir, Hayward, CA 94545",2654 Admiral Cir,Hayward,CA,94545,4,3,2194,CONDO,RECENTLY_SOLD
"$370,000 ",370000,"725 Auburn Pl APT 111, Hayward, CA 94544",725 Auburn Pl APT 111,Hayward,CA,94544,2,1,1000,CONDO,RECENTLY_SOLD
$1.31M,1307500,"29717 Cantera Dr, Hayward, CA 94544",29717 Cantera Dr,Hayward,CA,94544,4,3,3150,CONDO,RECENTLY_SOLD
$1.00M,1000000,"2651 Admiral Cir, Hayward, CA 94545",2651 Admiral Cir,Hayward,CA,94545,4,3,2194,CONDO,RECENTLY_SOLD
$1.18M,1181500,"33 Iona Way, Hayward, CA 94542",33 Iona Way,Hayward,CA,94542,3,2.5,2865,CONDO,RECENTLY_SOLD
"$474,500 ",474500,"26953 Hayward Blvd APT 301, Hayward, CA 94542",26953 Hayward Blvd APT 301,Hayward,CA,94542,2,2,1168,CONDO,RECENTLY_SOLD
"$474,500 ",474500,"26953 Hayward Blvd, Hayward, CA 94542",26953 Hayward Blvd,Hayward,CA,94542,2,2,1168,CONDO,RECENTLY_SOLD
"$545,000 ",545000,"25445 Southwick Dr, Hayward, CA 94544",25445 Southwick Dr,Hayward,CA,94544,2,3,1500,CONDO,RECENTLY_SOLD
"$448,000 ",448000,"260 Flint Ct #16, San Lorenzo, CA 94580",260 Flint Ct #16,Hayward,CA,94580,2,2,1010,CONDO,RECENTLY_SOLD
$1.79M,1794500,"11 Harkness Cir, Hayward, CA 94542",11 Harkness Cir,Hayward,CA,94542,6,4.5,3107,CONDO,RECENTLY_SOLD
$1.23M,1230000,"29729 Cantera Dr, Hayward, CA 94544",29729 Cantera Dr,Hayward,CA,94544,4,3,3150,CONDO,RECENTLY_SOLD
$36.5M,36500000,"816 W A St, Hayward, CA 94541",816 W A St,Hayward,CA,94541,99,14,89968,APARTMENT,RECENTLY_SOLD
"$706,990 ",706990,"214 Span Ct LOT 292, Hayward, CA 94544",214 Span Ct LOT 292,Hayward,CA,94544,2,2,1491,CONDO,RECENTLY_SOLD
"$545,000 ",545000,"25445 Southwick Dr APT 111, Hayward, CA 94544",25445 Southwick Dr APT 111,Hayward,CA,94544,2,3,1500,CONDO,RECENTLY_SOLD
"$550,000 ",550000,"21314 Gary Dr APT 218, Hayward, CA 94546",21314 Gary Dr APT 218,Hayward,CA,94546,3,2,1354,CONDO,RECENTLY_SOLD
"$322,000 ",322000,"447 Craven Ct, Hayward, CA 94541",447 Craven Ct,Hayward,CA,94541,2,1,900,CONDO,RECENTLY_SOLD
"$785,000 ",785000,"353 Rhythm, Hayward, CA 94544",353 Rhythm,Hayward,CA,94544,3,4,1888,CONDO,RECENTLY_SOLD
"$733,000 ",733000,"25259 Park Lane Drive, Hayward, CA 94544",25259 Park Lane Drive,Hayward,CA,94544,4,4,2041,CONDO,RECENTLY_SOLD
"$760,000 ",760000,"300 Shepherd Ave, Hayward, CA 94544",300 Shepherd Ave,Hayward,CA,94544,5,2,2197,APARTMENT,RECENTLY_SOLD
"$416,917 ",416917,"22704 Atherton St, Hayward, CA 94541",22704 Atherton St,Hayward,CA,94541,2,2,1159,CONDO,RECENTLY_SOLD
"$454,000 ",454000,"26555 Sunvale Ct, Hayward, CA 94544",26555 Sunvale Ct,Hayward,CA,94544,3,2,1200,CONDO,RECENTLY_SOLD
$1.06M,1060500,"2656 Admiral Cir, Hayward, CA 94545",2656 Admiral Cir,Hayward,CA,94545,4,3,2378,CONDO,RECENTLY_SOLD
$3.5M,3500000,"1317 Russell Way, Hayward, CA 94541",1317 Russell Way,Hayward,CA,94541,17,15,11678,APARTMENT,RECENTLY_SOLD
"$924,000 ",924000,"2663 Admiral Cir, Hayward, CA 94545",2663 Admiral Cir,Hayward,CA,94545,4,3,2194,CONDO,RECENTLY_SOLD
"$765,000 ",765000,"25277 Parklane, Hayward, CA 94544",25277 Parklane,Hayward,CA,94544,4,4,2184,CONDO,RECENTLY_SOLD
"$635,000 ",635000,"646 Plaza Pl, Hayward, CA 94541",646 Plaza Pl,Hayward,CA,94541,3,3,1595,CONDO,RECENTLY_SOLD
"$290,000 ",290000,"673 Royston Ln APT 135, Hayward, CA 94544",673 Royston Ln APT 135,Hayward,CA,94544,1,1,643,CONDO,RECENTLY_SOLD
"$430,000 ",430000,"241 Anderly Ct #22, Hayward, CA 94541",241 Anderly Ct #22,Hayward,CA,94541,2,2,940,CONDO,RECENTLY_SOLD
"$706,000 ",706000,"1131 Martin Luther King Dr, Hayward, CA 94541",1131 Martin Luther King Dr,Hayward,CA,94541,3,2,1704,CONDO,RECENTLY_SOLD
"$749,000 ",749000,"1311 Martin Luther King Dr, Hayward, CA 94541",1311 Martin Luther King Dr,Hayward,CA,94541,4,3,1982,CONDO,RECENTLY_SOLD
"$455,000 ",455000,"31214 Tepic Pl #25, Hayward, CA 94544",31214 Tepic Pl #25,Hayward,CA,94544,2,3,1435,CONDO,RECENTLY_SOLD
"$710,000 ",710000,"25313 Parklane Dr, Hayward, CA 94544",25313 Parklane Dr,Hayward,CA,94544,4,4,1909,CONDO,RECENTLY_SOLD
"$921,000 ",921000,"2665 Admiral Cir, Hayward, CA 94545",2665 Admiral Cir,Hayward,CA,94545,3,2.5,2047,CONDO,RECENTLY_SOLD
"$395,000 ",395000,"2435 Creekside Ct, Hayward, CA 94542",2435 Creekside Ct,Hayward,CA,94542,1,1,785,CONDO,RECENTLY_SOLD
"$644,000 ",644000,"344 Medford Ave, Hayward, CA 94541",344 Medford Ave,Hayward,CA,94541,4,2,1920,APARTMENT,RECENTLY_SOLD
"$460,000 ",460000,"22103 Vista Del Plaza Ln APT 7, Hayward, CA 94541",22103 Vista Del Plaza Ln APT 7,Hayward,CA,94541,2,2,1420,CONDO,RECENTLY_SOLD
"$818,500 ",818500,"1303 Antonella Pl, Hayward, CA 94541",1303 Antonella Pl,Hayward,CA,94541,3,3.5,1922,CONDO,RECENTLY_SOLD
"$938,500 ",938500,"2562 Admiral Cir, Hayward, CA 94545",2562 Admiral Cir,Hayward,CA,94545,4,3,2161,CONDO,RECENTLY_SOLD
"$985,500 ",985500,"2661 Admiral Cir, Hayward, CA 94545",2661 Admiral Cir,Hayward,CA,94545,4,3,2161,CONDO,RECENTLY_SOLD
"$440,000 ",440000,"22517 Center St #202, Hayward, CA 94541",22517 Center St #202,Hayward,CA,94541,2,2,985,CONDO,RECENTLY_SOLD
$1.39M,1389000,"183 Sonas Dr, Hayward, CA 94542",183 Sonas Dr,Hayward,CA,94542,3,2.5,2865,CONDO,RECENTLY_SOLD
$3.6M,3600000,"22758 Vermont St, Hayward, CA 94541",22758 Vermont St,Hayward,CA,94541,,14,12996,APARTMENT,RECENTLY_SOLD
$1.03M,1029500,"2659 Admiral Cir, Hayward, CA 94545",2659 Admiral Cir,Hayward,CA,94545,4,3,2378,CONDO,RECENTLY_SOLD
"$849,500 ",849500,"24133 Amaranth Loop, Hayward, CA 94541",24133 Amaranth Loop,Hayward,CA,94541,3,3.5,2005,CONDO,RECENTLY_SOLD
"$328,000 ",328000,"411 Craven Ct, Hayward, CA 94541",411 Craven Ct,Hayward,CA,94541,2,1,900,CONDO,RECENTLY_SOLD
"$542,000 ",542000,"170 Orchard Ave, Hayward, CA 94544",170 Orchard Ave,Hayward,CA,94544,7,4,3447,APARTMENT,RECENTLY_SOLD
"$330,000 ",330000,"29627 Desert Oak Ct APT 25, Hayward, CA 94544",29627 Desert Oak Ct APT 25,Hayward,CA,94544,1,1,531,CONDO,RECENTLY_SOLD
"$836,000 ",836000,"24131 Amaranth Loop, Hayward, CA 94541",24131 Amaranth Loop,Hayward,CA,94541,3,3.5,2005,CONDO,RECENTLY_SOLD
$1.07M,1068000,"29740 Cantera Dr, Hayward, CA 94544",29740 Cantera Dr,Hayward,CA,94544,4,3,2997,CONDO,RECENTLY_SOLD
"$196,900 ",196900,"29107 Mendez Rd #86, Hayward, CA 94544",29107 Mendez Rd #86,Hayward,CA,94544,,,,CONDO,RECENTLY_SOLD
"$525,000 ",525000,"21228 Gary Dr APT 103, Hayward, CA 94546",21228 Gary Dr APT 103,Hayward,CA,94546,2,2,1047,CONDO,RECENTLY_SOLD
"$400,000 ",400000,"25019 Copa Del Oro Dr UNIT 101, Hayward, CA 94545",25019 Copa Del Oro Dr UNIT 101,Hayward,CA,94545,2,2,855,CONDO,RECENTLY_SOLD
$3.40M,3400000,"332 Bartlett Ave #4, San Lorenzo, CA 94580",332 Bartlett Ave #4,Hayward,CA,94580,2,1,824,CONDO,RECENTLY_SOLD
$3.40M,3400000,"332 Bartlett Ave #1, Hayward, CA 94580",332 Bartlett Ave #1,Hayward,CA,94580,1,1,824,CONDO,RECENTLY_SOLD
"$675,000 ",675000,"105 Sunswept Ct, Hayward, CA 94544",105 Sunswept Ct,Hayward,CA,94544,3,3,1584,CONDO,RECENTLY_SOLD
"$527,000 ",527000,"45 Crystal Gate Ct, Hayward, CA 94544",45 Crystal Gate Ct,Hayward,CA,94544,2,1,1150,CONDO,RECENTLY_SOLD
$1.03M,1031500,"262 Benmore Dr, Hayward, CA 94546",262 Benmore Dr,Hayward,CA,94546,5,3,2278,CONDO,RECENTLY_SOLD
"$465,000 ",465000,"63 Trestle Dr, Hayward, CA 94544",63 Trestle Dr,Hayward,CA,94544,2,1,870,CONDO,RECENTLY_SOLD
"$732,145 ",732145,"25271 Parklane Dr, Hayward, CA 94544",25271 Parklane Dr,Hayward,CA,94544,,,,CONDO,RECENTLY_SOLD
"$530,000 ",530000,"21314 Gary Dr APT 215, Hayward, CA 94546",21314 Gary Dr APT 215,Hayward,CA,94546,2,2,1100,CONDO,RECENTLY_SOLD
"$510,000 ",510000,"27801 Del Norte Ct, Hayward, CA 94545",27801 Del Norte Ct,Hayward,CA,94545,3,1.5,1254,CONDO,RECENTLY_SOLD
"$420,000 ",420000,"25000 Copa Del Oro Dr UNIT 202, Hayward, CA 94545",25000 Copa Del Oro Dr UNIT 202,Hayward,CA,94545,2,2,855,CONDO,RECENTLY_SOLD
"$415,000 ",415000,"25676 University Ct, Hayward, CA 94542",25676 University Ct,Hayward,CA,94542,2,2,1250,CONDO,RECENTLY_SOLD
"$415,000 ",415000,"25700 University Ct APT 215, Hayward, CA 94542",25700 University Ct APT 215,Hayward,CA,94542,2,2,1250,CONDO,RECENTLY_SOLD
"$415,000 ",415000,"25676 University Ct #215, Hayward, CA 94542",25676 University Ct #215,Hayward,CA,94542,2,2,1250,CONDO,RECENTLY_SOLD
"$447,000 ",447000,"643 Foster Ct APT 4, Hayward, CA 94544",643 Foster Ct APT 4,Hayward,CA,94544,3,1,1175,CONDO,RECENTLY_SOLD
"$425,000 ",425000,"25676 University Ct, Hayward, CA 94542",25676 University Ct,Hayward,CA,94542,3,2,1375,CONDO,RECENTLY_SOLD
"$500,000 ",500000,"25635 Donald Ave, Hayward, CA 94544",25635 Donald Ave,Hayward,CA,94544,3,2,1500,APARTMENT,RECENTLY_SOLD
"$425,000 ",425000,"25676 University Ct #104, Hayward, CA 94542",25676 University Ct #104,Hayward,CA,94542,3,2,1375,CONDO,RECENTLY_SOLD
"$620,000 ",620000,"43 Crystal Gate Ct, Hayward, CA 94544",43 Crystal Gate Ct,Hayward,CA,94544,3,2,1670,CONDO,RECENTLY_SOLD
"$470,000 ",470000,"21083 Gary Dr APT 206, Hayward, CA 94546",21083 Gary Dr APT 206,Hayward,CA,94546,2,2,1101,CONDO,RECENTLY_SOLD
"$406,000 ",406000,"1318 B St APT 209, Hayward, CA 94541",1318 B St APT 209,Hayward,CA,94541,2,1,944,CONDO,RECENTLY_SOLD
$1.05M,1046000,"2653 Admiral Cir, Hayward, CA 94545",2653 Admiral Cir,Hayward,CA,94545,4,3,2378,CONDO,RECENTLY_SOLD
"$775,000 ",775000,"1811 Hill Ave, Hayward, CA 94541",1811 Hill Ave,Hayward,CA,94541,4,2,1842,APARTMENT,RECENTLY_SOLD
"$785,000 ",785000,"25247 Parklane, Hayward, CA 94544",25247 Parklane,Hayward,CA,94544,4,4,2200,CONDO,RECENTLY_SOLD
"$330,000 ",330000,"658 River Oak Way APT 76, Hayward, CA 94544",658 River Oak Way APT 76,Hayward,CA,94544,1,1,531,CONDO,RECENTLY_SOLD
"$555,000 ",555000,"21095 Gary Dr APT 209, Hayward, CA 94546",21095 Gary Dr APT 209,Hayward,CA,94546,3,2,1318,CONDO,RECENTLY_SOLD
"$475,000 ",475000,"21109 Gary Dr APT 207, Hayward, CA 94546",21109 Gary Dr APT 207,Hayward,CA,94546,2,2,1070,CONDO,RECENTLY_SOLD
$23.6M,23570000,"24900 Santa Clara St, Hayward, CA 94544",24900 Santa Clara St,Hayward,CA,94544,99,80,57120,APARTMENT,RECENTLY_SOLD
"$420,000 ",420000,"10 Leighty Ct #5, Hayward, CA 94541",10 Leighty Ct #5,Hayward,CA,94541,2,2,864,CONDO,RECENTLY_SOLD
$1.45M,1452500,"29751 Cantera Dr, Hayward, CA 94544",29751 Cantera Dr,Hayward,CA,94544,4,3,3150,CONDO,RECENTLY_SOLD
$25.0M,25000000,"1180 East Ave, Hayward, CA 94541",1180 East Ave,Hayward,CA,94541,99,11,71806,APARTMENT,RECENTLY_SOLD
"$615,000 ",615000,"3227 Guillermo Pl, Hayward, CA 94542",3227 Guillermo Pl,Hayward,CA,94542,2,2,1518,CONDO,RECENTLY_SOLD
"$415,000 ",415000,"29300 Dixon St APT 214, Hayward, CA 94544",29300 Dixon St APT 214,Hayward,CA,94544,2,2,725,CONDO,RECENTLY_SOLD
"$480,000 ",480000,"21095 Gary Dr APT 107, Hayward, CA 94546",21095 Gary Dr APT 107,Hayward,CA,94546,2,2,1089,CONDO,RECENTLY_SOLD
"$409,000 ",409000,"631 Foster Ct APT 3, Hayward, CA 94544",631 Foster Ct APT 3,Hayward,CA,94544,3,1,1175,CONDO,RECENTLY_SOLD
"$490,000 ",490000,"25676 University Ct, Hayward, CA 94542",25676 University Ct,Hayward,CA,94542,3,2,1375,CONDO,RECENTLY_SOLD
"$490,000 ",490000,"25676 University Ct #109, Hayward, CA 94542",25676 University Ct #109,Hayward,CA,94542,3,2,1375,CONDO,RECENTLY_SOLD
"$461,000 ",461000,"21103 Gary Dr APT 318A, Hayward, CA 94546",21103 Gary Dr APT 318A,Hayward,CA,94546,2,2,1100,CONDO,RECENTLY_SOLD
"$567,000 ",567000,"22801 Parkhill Ct #3, Hayward, CA 94541",22801 Parkhill Ct #3,Hayward,CA,94541,4,2,1850,CONDO,RECENTLY_SOLD
"$380,000 ",380000,"25228 Copa Del Oro Dr #94, Hayward, CA 94545",25228 Copa Del Oro Dr #94,Hayward,CA,94545,1,1,608,CONDO,RECENTLY_SOLD
"$500,000 ",500000,"2438 Saint Helena Dr APT 1, Hayward, CA 94542",2438 Saint Helena Dr APT 1,Hayward,CA,94542,2,2,1132,CONDO,RECENTLY_SOLD
$1.28M,1278000,"1 Harkness Cir, Hayward, CA 94542",1 Harkness Cir,Hayward,CA,94542,4,4,2976,CONDO,RECENTLY_SOLD
"$430,000 ",430000,"22541 Center St #113, Hayward, CA 94541",22541 Center St #113,Hayward,CA,94541,2,2,909,CONDO,RECENTLY_SOLD
$17.0M,17000000,"794 Fletcher Ln, Hayward, CA 94544",794 Fletcher Ln,Hayward,CA,94544,88,69,44796,APARTMENT,RECENTLY_SOLD
"$480,000 ",480000,"665 Dartmoor Ln #254, Hayward, CA 94544",665 Dartmoor Ln #254,Hayward,CA,94544,3,2,1045,APARTMENT,RECENTLY_SOLD
"$146,500 ",146500,"367 B St, Hayward, CA 94541",367 B St,Hayward,CA,94541,4,2.5,1607,CONDO,RECENTLY_SOLD
"$368,500 ",368500,"27505 Tampa Ave APT 16, Hayward, CA 94544",27505 Tampa Ave APT 16,Hayward,CA,94544,2,1,910,CONDO,RECENTLY_SOLD
"$415,000 ",415000,"2438 Saint Helena Dr APT 2, Hayward, CA 94542",2438 Saint Helena Dr APT 2,Hayward,CA,94542,1,1,787,CONDO,RECENTLY_SOLD
"$415,000 ",415000,"2438 Saint Helena Dr, Hayward, CA 94542",2438 Saint Helena Dr,Hayward,CA,94542,1,1,787,CONDO,RECENTLY_SOLD
"$433,000 ",433000,"20917 Locust St APT A, Hayward, CA 94541",20917 Locust St APT A,Hayward,CA,94541,2,1,1145,CONDO,RECENTLY_SOLD
"$483,000 ",483000,"25912 Hayward Blvd APT 310, Hayward, CA 94542",25912 Hayward Blvd APT 310,Hayward,CA,94542,2,2,1203,CONDO,RECENTLY_SOLD
"$429,950 ",429950,"2334 D St, Hayward, CA 94541",2334 D St,Hayward,CA,94541,2,1,1092,CONDO,RECENTLY_SOLD
"$570,000 ",570000,"21103 Gary Dr APT 319E, Hayward, CA 94546",21103 Gary Dr APT 319E,Hayward,CA,94546,3,2,1354,CONDO,RECENTLY_SOLD
"$530,000 ",530000,"21314 Gary Dr APT 106, Castro Valley, CA 94546",21314 Gary Dr APT 106,Hayward,CA,94546,2,2,1100,CONDO,RECENTLY_SOLD
$1.29M,1286000,"7 Harkness Cir, Castro Valley, CA 94546",7 Harkness Cir,Hayward,CA,94546,4,4,2940,CONDO,RECENTLY_SOLD
"$530,000 ",530000,"21314 Gary Dr APT 106, Hayward, CA 94546",21314 Gary Dr APT 106,Hayward,CA,94546,2,2,1100,CONDO,RECENTLY_SOLD
$1.52M,1521000,"21155 Garden Ave, Hayward, CA 94541",21155 Garden Ave,Hayward,CA,94541,3,2,1300,APARTMENT,RECENTLY_SOLD
"$390,000 ",390000,"1002 Cheryl Ann Cir APT 46, Hayward, CA 94544",1002 Cheryl Ann Cir APT 46,Hayward,CA,94544,2,1,977,CONDO,RECENTLY_SOLD
"$390,000 ",390000,"1002 Cheryl Ann Cir, Hayward, CA 94544",1002 Cheryl Ann Cir,Hayward,CA,94544,2,1,977,CONDO,RECENTLY_SOLD
